assignmentName,className,type,time
Lisa Garcia,EDUCA680,Assignment,2024-02-17 09:00:00
Nicole Diaz,CAENL378,Test,2024-04-27 19:00:00
Malik Rodriguez,HPSCI806,Test,2024-04-10 02:00:00
Dawn Gonzales,HPSCI806,Assignment,2024-05-19 03:00:00
Karen Gregory,APHYS707,Assignment,2024-05-14 12:00:00
Timothy Bowman,MTHED254,Quiz,2024-01-07 23:00:00
Brian Ramirez,MTHED254,Quiz,2024-02-23 08:00:00
Shawn Taylor,MTHED254,Assignment,2024-04-24 05:00:00
Jeffrey Nolan,EXMBM397,Assignment,2024-03-21 09:00:00
Debra Hanson,SCIEN271,Quiz,2024-05-06 21:00:00
Scott Lane,SCIEN271,Assignment,2024-05-01 00:00:00
Joseph Davidson,LEGAL397,Test,2024-03-09 18:00:00
Robert Duffy,HDEVP189,Assignment,2024-05-11 03:00:00
Cesar Alvarez,HDEVP189,Quiz,2024-05-28 05:00:00
Andrea Hutchinson,HDEVP189,Test,2024-03-10 19:00:00
Casey Benjamin,ENVPL806,Test,2024-05-14 16:00:00
Scott Gray,POLSC707,Quiz,2024-03-20 02:00:00
David Aguirre,TEPRO690,Assignment,2024-04-30 20:00:00
Megan Frank,ENSLA517,Test,2024-02-11 19:00:00
John Gibson,ENSLA517,Quiz,2024-01-30 02:00:00
Cory Taylor,ENSLA517,Quiz,2024-03-06 01:00:00
Gina Murphy,DANCE198,Quiz,2024-01-26 20:00:00
Susan Vazquez,TOEDR812,Quiz,2024-01-14 01:00:00
Brianna Lopez,ECONS189,Test,2024-03-10 17:00:00
Colleen White,ECONS189,Quiz,2024-01-09 09:00:00
Michael Cooper,ECONS189,Quiz,2024-05-05 16:00:00
Charles Lopez,TECED669,Assignment,2024-03-07 18:00:00
John May,TECED669,Test,2024-04-10 23:00:00
Victor Brown,TECED669,Assignment,2024-02-21 21:00:00
Timothy Smith,SOCWK208,Quiz,2024-03-24 12:00:00
Jennifer Porter,LLTED378,Quiz,2024-02-21 00:00:00
Joshua Mills,MAORI925,Test,2024-03-03 11:00:00
Monica Morgan,MAORI925,Test,2024-04-17 12:00:00
Cynthia Mullen,DIGIB690,Assignment,2024-04-16 04:00:00
Kathryn Howard,WGSTS680,Quiz,2024-05-27 08:00:00
Ms. Leah Washington PhD,PUBRL614,Test,2024-02-19 11:00:00
Christopher Johnson,PUBRL614,Assignment,2024-03-12 23:00:00
Lisa Simmons,PUBRL614,Quiz,2024-05-22 09:00:00
Angela Sullivan,BIOMO752,Quiz,2024-02-16 10:00:00
Steven Olson,CRIMN682,Quiz,2024-04-23 07:00:00
Victor Gardner,CRIMN682,Assignment,2024-05-21 12:00:00
Mary Williams,PSYCH806,Quiz,2024-03-28 17:00:00
Jennifer Martin,PSYCH806,Test,2024-01-19 06:00:00
Theresa George,PSYCH806,Quiz,2024-03-21 07:00:00
Jeremy Richardson,MARIN966,Quiz,2024-01-09 04:00:00
Matthew Sanders,TOEDR282,Quiz,2024-05-15 14:00:00
Jeffrey Mcgrath,ENVSC537,Test,2024-05-11 22:00:00
Joan Alvarez,ENVSC537,Assignment,2024-02-10 01:00:00
Laura Mora,ARTSW752,Quiz,2024-03-08 17:00:00
Sheila Montes,ARTSW752,Quiz,2024-01-08 16:00:00
Ryan Robinson,BIOMD262,Test,2024-03-24 05:00:00
Catherine Campbell,ECONS254,Test,2024-04-09 09:00:00
Diane Mayo,ECONS254,Test,2024-03-26 05:00:00
Pamela Deleon,EXMBM682,Assignment,2024-05-04 04:00:00
Regina Wilcox,EXMBM682,Test,2024-02-09 03:00:00
Timothy Young,EXMBM682,Quiz,2024-03-21 10:00:00
Jennifer Stanley,COMPX707,Assignment,2024-03-13 22:00:00
Danielle Henderson,COMPX707,Test,2024-01-08 21:00:00
Bobby Parks,MATHS179,Assignment,2024-03-19 15:00:00
Kayla Sims,MATHS179,Quiz,2024-03-30 18:00:00
Donna Hodge,FINAN262,Assignment,2024-01-31 01:00:00
Jacob Houston,FINAN262,Quiz,2024-04-12 18:00:00
Grant Mclaughlin,SCTED752,Test,2024-03-16 17:00:00
William Zavala,SCTED752,Test,2024-02-11 06:00:00
Rodney Carroll,SCTED752,Assignment,2024-03-23 00:00:00
Katherine Rose,ECONS752,Test,2024-02-17 12:00:00
Audrey Bell,ECONS752,Test,2024-01-02 11:00:00
Victoria Reyes,ECONS752,Assignment,2024-04-01 10:00:00
Pamela Robinson,BIOMD517,Assignment,2024-03-14 05:00:00
Vanessa Tapia,BIOMD517,Assignment,2024-04-15 10:00:00
Cody Norris,SOCWK903,Assignment,2024-04-27 10:00:00
Brandi Goodman,SOCWK903,Quiz,2024-04-29 06:00:00
Shelby Brown,SOCWK903,Test,2024-05-08 10:00:00
Isabella Burke,LABST951,Assignment,2024-01-01 14:00:00
Dr. Deborah Hill,LABST951,Quiz,2024-04-09 22:00:00
Chelsea Carter,LABST951,Test,2024-04-12 06:00:00
Bradley Aguilar,BIOMD682,Test,2024-05-26 15:00:00
Susan Anthony,BIOMD682,Quiz,2024-02-16 20:00:00
Michael Evans PhD,BIOMD682,Quiz,2024-02-29 04:00:00
Gregory Wiggins,GLOBE690,Test,2024-04-11 00:00:00
Billy Shea,GLOBE690,Quiz,2024-02-23 05:00:00
Jenna Guerrero,KOREA243,Test,2024-01-27 15:00:00
Kyle Stone,KOREA243,Assignment,2024-01-02 00:00:00
Evan Wells,KOREA243,Quiz,2024-05-28 20:00:00
Nathan Miller II,WRITE614,Quiz,2024-02-22 20:00:00
Danny Brown,MAORI208,Quiz,2024-02-03 23:00:00
Troy Wade,ACCTN198,Test,2024-04-03 12:00:00
Michele Allen,ACCTN198,Quiz,2024-03-23 14:00:00
Kerry Newman,ACCTN198,Test,2024-01-29 22:00:00
James Simmons,TOEDR198,Quiz,2024-01-15 19:00:00
Michele Anderson,TOEDR198,Assignment,2024-02-01 09:00:00
Karl Fischer,COMPX752,Quiz,2024-01-08 20:00:00
Samantha Robinson,COMPX752,Quiz,2024-02-25 05:00:00
Travis Sullivan,INMGT951,Quiz,2024-01-25 05:00:00
Allison Grant,CHEMY243,Test,2024-01-27 14:00:00
Sharon Richards,CHEMY243,Test,2024-05-20 20:00:00
Karen Gilbert,CHEMY243,Quiz,2024-01-08 20:00:00
Tara Thomas,DANCE690,Test,2024-04-30 04:00:00
Karen Collins,HRMGT752,Quiz,2024-05-15 18:00:00
Thomas Anderson,HRMGT752,Test,2024-05-19 14:00:00
Kyle Franklin,PACIS903,Assignment,2024-04-02 12:00:00
Suzanne Smith,ENSLA669,Test,2024-02-26 15:00:00
Jeffrey Mejia,ENSLA669,Test,2024-04-26 02:00:00
Andrew Wood,ENSLA669,Assignment,2024-02-10 02:00:00
Brendan Moore,MNMGT966,Assignment,2024-03-03 05:00:00
Christopher Nelson,EXCOR271,Quiz,2024-05-06 20:00:00
Amy Jones,EXCOR271,Test,2024-04-10 06:00:00
Timothy Greene,SDCOA903,Assignment,2024-03-27 12:00:00
Christina Woodward,SDCOA903,Quiz,2024-04-05 02:00:00
Jennifer Stone,ENGEN925,Test,2024-03-22 22:00:00
Tasha Adams,PRMGT208,Quiz,2024-02-23 22:00:00
Charles Meyer,PRMGT208,Assignment,2024-04-14 14:00:00
Katelyn Morse,PRMGT208,Assignment,2024-04-03 23:00:00
Katherine Robinson,DANCE254,Quiz,2024-04-26 02:00:00
Ethan Dunn,DANCE254,Test,2024-03-25 13:00:00
Jessica Williams,DANCE254,Assignment,2024-01-07 23:00:00
Dr. Kelly Baker,ARTSC682,Test,2024-04-11 01:00:00
Joy Rice,MRKTG517,Quiz,2024-03-02 11:00:00
Gina Davis,MRKTG517,Assignment,2024-05-25 00:00:00
Shane Kelly,MRKTG517,Quiz,2024-05-23 13:00:00
Dakota Deleon,DATAA903,Assignment,2024-04-17 01:00:00
Edgar Jones,HLTSC611,Quiz,2024-04-28 04:00:00
Amber Morris,HLTSC611,Test,2024-05-19 21:00:00
Lauren Ayers,HLTSC611,Assignment,2024-04-10 17:00:00
Robert Williams,ENGLI903,Test,2024-04-16 22:00:00
Kimberly Lee,ENGLI903,Quiz,2024-02-29 19:00:00
Jennifer Riley,NURSE820,Assignment,2024-05-25 02:00:00
Amanda Dickerson,NURSE820,Quiz,2024-03-30 07:00:00
Alison Frye,NURSE820,Quiz,2024-03-19 01:00:00
Kyle Reese,POLCY254,Test,2024-05-03 07:00:00
Danielle Gallegos,THMGT867,Assignment,2024-02-16 10:00:00
Michael Hoffman,DSIGN537,Test,2024-05-10 15:00:00
Dawn Parsons,THEDR925,Assignment,2024-01-22 15:00:00
Melissa Durham,WGSTS243,Test,2024-05-10 02:00:00
Katrina Adkins,WGSTS243,Assignment,2024-04-10 12:00:00
Gregory Saunders,WGSTS243,Quiz,2024-05-06 21:00:00
Cynthia Dennis,PHYSC867,Quiz,2024-02-21 12:00:00
Elizabeth Myers DVM,PHYSC867,Assignment,2024-02-24 21:00:00
Christine Howard,PHYSC867,Quiz,2024-02-02 12:00:00
Julie Griffin,ENGCV820,Test,2024-04-07 16:00:00
Nicole Alexander,ENGCV820,Assignment,2024-02-19 04:00:00
Amber Norris,ENGCV820,Assignment,2024-01-16 15:00:00
Christina Chen,ARTSC966,Test,2024-01-31 08:00:00
Elizabeth Williams,HSHUP682,Assignment,2024-01-10 21:00:00
Nicholas Flores,HSHUP682,Assignment,2024-01-25 04:00:00
Michael Huff,HSHUP682,Assignment,2024-05-13 08:00:00
Christopher Johnson,HTHAL690,Test,2024-05-08 10:00:00
William Rodriguez,HSHUP707,Assignment,2024-05-17 03:00:00
Anthony Stevens,HSHUP707,Test,2024-02-06 00:00:00
Dana Le,COUNS707,Quiz,2024-02-12 16:00:00
Priscilla Oconnor,COUNS707,Quiz,2024-05-11 03:00:00
Sarah Alvarado,SOCIO680,Quiz,2024-04-06 14:00:00
David Lowe,SOCIO680,Quiz,2024-04-17 03:00:00
Debra Schultz,SOCIO680,Test,2024-04-29 03:00:00
Bryan Maxwell,LEADR806,Assignment,2024-04-04 07:00:00
Jennifer Smith,JAPAN466,Quiz,2024-01-04 19:00:00
Alicia Baker,ENTIN752,Test,2024-01-13 10:00:00
Christian Hammond,ENTIN752,Quiz,2024-02-11 22:00:00
Benjamin Mendoza,ENTIN752,Assignment,2024-03-04 23:00:00
Charles Williams,AQCUL189,Assignment,2024-05-17 09:00:00
Elizabeth Miller,TWEDR271,Assignment,2024-03-26 02:00:00
George Martin,FPSYC397,Assignment,2024-01-07 23:00:00
John Castro,ENSLA903,Test,2024-03-25 01:00:00
Cynthia Meadows,ENSLA903,Test,2024-03-21 21:00:00
Robin Ward,ENSLA903,Quiz,2024-02-17 05:00:00
Denise Lambert,LLTED820,Quiz,2024-02-01 20:00:00
Michael Alexander,LLTED820,Assignment,2024-05-05 12:00:00
Maria Evans,ENGEN208,Quiz,2024-02-19 01:00:00
Mrs. Laura Taylor,THSTS903,Test,2024-03-02 06:00:00
Jennifer Patel,THSTS903,Assignment,2024-03-02 09:00:00
Danny Stone,THSTS903,Test,2024-02-17 18:00:00
Jason Larsen,WGSTS966,Quiz,2024-01-07 04:00:00
Joshua Huerta,WGSTS966,Assignment,2024-02-11 03:00:00
Brittany Weaver,WGSTS966,Assignment,2024-04-28 07:00:00
Andrew Munoz,LEGAL614,Quiz,2024-05-19 16:00:00
Todd James,SPNSH208,Assignment,2024-03-17 19:00:00
Nancy Lopez,SPNSH208,Quiz,2024-05-07 06:00:00
Michelle Diaz,BUSAN537,Quiz,2024-03-18 02:00:00
David Walton,ENGEE752,Quiz,2024-01-24 09:00:00
Mr. Louis Morris,ENGEE752,Quiz,2024-02-25 01:00:00
David Stewart,BIOMO179,Assignment,2024-02-27 05:00:00
Savannah Hardy,BIOMO179,Assignment,2024-05-10 05:00:00
Virginia Ward,PUBRL820,Assignment,2024-04-19 19:00:00
Michael Meyer,PUBRL820,Assignment,2024-02-14 01:00:00
Theodore Robinson,PUBRL820,Quiz,2024-04-15 23:00:00
James Keller,HLTSC243,Assignment,2024-05-15 07:00:00
Michelle Diaz,HLTSC243,Quiz,2024-02-23 22:00:00
Mason Carlson,MAOED966,Test,2024-02-27 08:00:00
Trevor Harrington,MAOED966,Test,2024-01-09 16:00:00
Shawn Reed,DIGIB271,Test,2024-01-14 19:00:00
Christian Evans,DIGIB271,Test,2024-05-03 18:00:00
John Perez,LINGS614,Assignment,2024-04-11 03:00:00
Belinda Harrison,EXMBA966,Assignment,2024-04-27 09:00:00
Johnny Knox,HTHAL925,Quiz,2024-02-23 10:00:00
David Miles,TWEDR707,Test,2024-03-03 09:00:00
Michele Perkins,TWEDR707,Assignment,2024-04-04 20:00:00
Terry Berry,POPST680,Quiz,2024-05-02 19:00:00
Tim Briggs,HDEVP903,Quiz,2024-05-03 09:00:00
Douglas Gilmore,HDEVP903,Test,2024-01-10 20:00:00
Richard Morgan,ENGEN262,Quiz,2024-05-26 06:00:00
Joseph Weiss,ENGEN262,Test,2024-04-24 07:00:00
Kathleen Brown,WRITE254,Assignment,2024-04-24 10:00:00
Christopher Arellano,WRITE254,Test,2024-03-06 14:00:00
Jordan Underwood,FOUND271,Assignment,2024-05-26 13:00:00
Tracy Mckinney,FOUND271,Quiz,2024-02-20 13:00:00
Joshua Cole,MEDIA951,Assignment,2024-01-26 09:00:00
Mary Gomez,MEDIA951,Test,2024-01-27 19:00:00
Jessica Rodriguez,MEDIA951,Assignment,2024-01-03 03:00:00
Morgan Lewis,DSIGN466,Quiz,2024-03-15 01:00:00
Zachary Taylor,EDUCA867,Quiz,2024-01-12 23:00:00
Nicole Chavez,HTHAL282,Assignment,2024-05-24 18:00:00
Rebecca Lester,LEGAL271,Test,2024-05-24 08:00:00
Michelle Collins,LEGAL271,Test,2024-02-05 11:00:00
Kent Knapp,LEGAL271,Assignment,2024-05-09 19:00:00
Jamie Quinn,INTLC707,Test,2024-01-01 01:00:00
Melanie Allen,INMGT669,Assignment,2024-05-06 04:00:00
Darlene Juarez,INMGT669,Quiz,2024-01-22 09:00:00
Jacob Baird,MUSIC208,Test,2024-04-05 19:00:00
Melanie Camacho,MUSIC208,Test,2024-02-25 12:00:00
Ellen Johnson,MUSIC208,Quiz,2024-01-19 07:00:00
Wanda Green,HSHUP966,Test,2024-01-28 10:00:00
Richard Cohen,HSHUP966,Assignment,2024-02-16 21:00:00
Johnny Mitchell II,ECONS198,Assignment,2024-01-24 03:00:00
Michelle Charles,ECONS198,Quiz,2024-02-28 01:00:00
Henry Parsons,ECONS198,Assignment,2024-04-04 20:00:00
Jasmine Torres,SCTED682,Quiz,2024-02-23 10:00:00
Alexander Jordan,SCTED682,Quiz,2024-01-19 05:00:00
Deanna Campbell,KOREA262,Assignment,2024-05-08 15:00:00
Mr. Dale Johnson,KOREA262,Quiz,2024-03-13 19:00:00
Larry Morse,KOREA262,Quiz,2024-03-06 05:00:00
Patricia Young,JAPAN812,Quiz,2024-01-18 11:00:00
Richard Hamilton,SCMGT820,Assignment,2024-04-30 03:00:00
Angela Price,POLSC271,Quiz,2024-01-02 15:00:00
Adam Richardson,ENGCV614,Quiz,2024-05-02 22:00:00
Francisco White,ENGCV614,Quiz,2024-04-30 01:00:00
Michael Edwards,ENGCV614,Assignment,2024-03-07 14:00:00
Kristina Fletcher,INTLC378,Quiz,2024-01-24 00:00:00
Donald Davis,INTLC378,Assignment,2024-02-07 12:00:00
Ashley Holmes,LEADR951,Assignment,2024-04-17 19:00:00
Paul Bowen,LEADR951,Assignment,2024-01-20 22:00:00
Susan Pennington,AIMLX903,Assignment,2024-03-04 21:00:00
Nicholas Rodriguez,EARTH680,Assignment,2024-04-20 08:00:00
Thomas Martin,EARTH680,Assignment,2024-04-12 01:00:00
Suzanne Myers,CRSCI707,Quiz,2024-02-05 13:00:00
Lindsey Baker,CRSCI707,Assignment,2024-02-09 08:00:00
Michael Castillo,CRSCI707,Assignment,2024-02-04 06:00:00
Benjamin Morris,ADLNG243,Assignment,2024-04-29 07:00:00
Jo Wagner,INDIP925,Assignment,2024-01-02 12:00:00
Mark Thomas,INDIP925,Test,2024-03-14 05:00:00
John Johnson,INDIP925,Test,2024-04-29 07:00:00
Jamie Walters,SCMGT254,Assignment,2024-03-24 21:00:00
Samuel Pineda,SCMGT254,Quiz,2024-01-12 01:00:00
Erica Thomas,SCMGT254,Quiz,2024-02-07 04:00:00
Carolyn Morris DDS,SCTED925,Assignment,2024-02-12 18:00:00
Melissa Jordan,SCTED925,Assignment,2024-04-02 16:00:00
Marie Mendoza,BIOMO867,Test,2024-04-16 03:00:00
Jamie Smith,BIOMO867,Assignment,2024-01-11 07:00:00
Mr. Jonathan Oconnor,BIOMO867,Quiz,2024-01-14 14:00:00
Julie Ramirez,ADLNG614,Quiz,2024-03-09 21:00:00
John Barrett,AGBUS179,Quiz,2024-02-06 03:00:00
Dawn Gonzalez,SOCWK397,Assignment,2024-05-26 01:00:00
Alicia Kelley,MNMGT271,Quiz,2024-05-19 09:00:00
Bianca Ross,MNMGT271,Assignment,2024-04-15 12:00:00
Christopher Davidson,MNMGT271,Quiz,2024-01-19 15:00:00
Joshua Horton,FPSYC682,Quiz,2024-05-06 13:00:00
Jeffrey Obrien,ANTHY537,Quiz,2024-01-13 06:00:00
Bradley Parrish,MNMGT680,Assignment,2024-04-13 03:00:00
Matthew Larson,ENGMP282,Quiz,2024-04-08 07:00:00
Mark Mitchell,ACCTN966,Quiz,2024-04-13 08:00:00
Ryan Stafford,ACCTN966,Quiz,2024-03-24 18:00:00
Travis Thompson,COMMS397,Quiz,2024-01-01 04:00:00
John Ho,COMMS397,Assignment,2024-02-17 20:00:00
Steven Dunn,COMMS397,Assignment,2024-02-05 17:00:00
Deborah Green,SOCPY282,Assignment,2024-01-30 21:00:00
Michael Roberts,SOCPY282,Test,2024-03-14 18:00:00
Charles Brown,SOCPY282,Assignment,2024-05-08 20:00:00
William James,TEACH812,Assignment,2024-04-27 20:00:00
Karen Garcia,TEACH812,Assignment,2024-01-31 21:00:00
Katrina Wallace,LEADR282,Test,2024-03-15 06:00:00
Shane Reid,LEADR282,Test,2024-05-22 05:00:00
Amy Villegas,THEDR680,Assignment,2024-02-02 17:00:00
Amy Sharp,THEDR680,Assignment,2024-03-03 22:00:00
Charles Potter,THEDR680,Test,2024-01-22 03:00:00
Brian Patel,HDEVP812,Assignment,2024-01-26 14:00:00
Tyrone Wilkins,HDEVP812,Test,2024-01-11 12:00:00
Patrick Robbins,SCIEN951,Quiz,2024-03-31 21:00:00
Benjamin Frank,SCIEN951,Quiz,2024-03-01 15:00:00
Michelle Holt,MGSYS867,Assignment,2024-02-16 05:00:00
Norma Roman,MGSYS867,Quiz,2024-01-20 03:00:00
Nicholas Williams,MGSYS867,Test,2024-05-17 02:00:00
Carlos Berry,CHEMY611,Test,2024-04-28 06:00:00
Lori Fitzgerald,EDART812,Assignment,2024-05-24 23:00:00
Steven Miranda,EDART812,Quiz,2024-04-09 19:00:00
Christine Poole,EDART812,Assignment,2024-01-07 13:00:00
Charles Brown,FINAN243,Test,2024-04-25 02:00:00
Justin Ramirez,FINAN243,Test,2024-01-19 06:00:00
Craig Cortez,FINAN243,Test,2024-05-09 14:00:00
Christopher Hernandez,DINST179,Quiz,2024-01-01 16:00:00
Michelle Price,DINST179,Test,2024-03-25 14:00:00
Ashley Pugh,DINST179,Test,2024-03-21 05:00:00
Daniel Johnson,MUSIC397,Quiz,2024-03-24 20:00:00
Michael Bullock,MUSIC397,Test,2024-01-01 20:00:00
Chelsey Hale,MUSIC397,Test,2024-02-08 15:00:00
Olivia Adams,EXCOR806,Test,2024-01-18 11:00:00
Dennis Sanchez,EXCOR806,Assignment,2024-02-28 19:00:00
Bruce Ingram,LLTED271,Test,2024-01-18 16:00:00
Chelsey Rose,LLTED271,Quiz,2024-05-05 12:00:00
Benjamin Norman,LLTED271,Quiz,2024-04-13 21:00:00
Margaret Swanson,CMYHE752,Test,2024-02-25 12:00:00
Whitney Williams,ECONS806,Quiz,2024-04-08 18:00:00
Ryan Ruiz,COMMS271,Assignment,2024-03-08 20:00:00
Christina Barrett,POLSC262,Test,2024-02-04 00:00:00
Erin Love,ENTIN189,Quiz,2024-04-02 13:00:00
Kevin Mcgee V,ENTIN189,Test,2024-05-15 11:00:00
Ronald Hutchinson,ENTIN189,Quiz,2024-03-31 18:00:00
Gilbert Ortiz,SCMGT806,Quiz,2024-01-31 10:00:00
Amanda Hartman,SCMGT806,Assignment,2024-05-10 21:00:00
Adam Clark PhD,GEOGY254,Test,2024-01-28 23:00:00
Christian Taylor,GEOGY254,Quiz,2024-03-18 00:00:00
Ryan Smith,GEOGY254,Test,2024-01-06 04:00:00
Erin Townsend,ENSLA262,Quiz,2024-03-01 04:00:00
Brenda Vargas,ENSLA262,Quiz,2024-04-03 05:00:00
Christy Sanchez,AQCUL707,Quiz,2024-01-02 05:00:00
Kimberly Holmes,COMMS517,Quiz,2024-05-06 17:00:00
Kevin Steele,COMMS517,Test,2024-03-17 03:00:00
Amy Carter,COMMS517,Quiz,2024-03-27 17:00:00
Michael Johnson,MGSYS243,Test,2024-05-05 23:00:00
Kelly Johnson,ENSLA680,Test,2024-02-26 12:00:00
Kim Fuller,ENVED806,Test,2024-02-13 03:00:00
Adam Black,ENVED806,Assignment,2024-04-24 03:00:00
Stephanie Bailey,ENVED806,Test,2024-05-25 16:00:00
Derrick Lawrence,ENTIN867,Quiz,2024-03-21 22:00:00
Mark Santiago,ENTIN867,Quiz,2024-05-18 01:00:00
Carrie Lawrence,ENTIN867,Test,2024-03-18 07:00:00
Seth Smith,PHYSC812,Assignment,2024-04-27 19:00:00
Ashley Howard,DIGIB707,Test,2024-02-09 17:00:00
Joel Thompson,DIGIB707,Test,2024-04-29 00:00:00
Alan Ford,ENVPL537,Quiz,2024-02-13 23:00:00
Adrian Gregory,ENGCB806,Quiz,2024-01-20 08:00:00
Hannah Ingram,ENGCB806,Assignment,2024-04-06 04:00:00
Darren Keith,PUBRL707,Assignment,2024-04-06 09:00:00
Michael Anderson,INTLC517,Test,2024-03-26 15:00:00
David Graves,INTLC517,Assignment,2024-01-16 02:00:00
Tiffany James,THEDR179,Assignment,2024-03-25 23:00:00
David Malone,THEDR179,Assignment,2024-01-11 19:00:00
Joshua Knox,THEDR179,Test,2024-01-02 10:00:00
Danielle Arnold,PUBRL271,Test,2024-05-12 22:00:00
Lisa Lawson,PUBRL271,Test,2024-04-11 21:00:00
Gerald Robbins,PUBRL271,Quiz,2024-01-23 09:00:00
Kevin Dawson,ENVPL271,Test,2024-01-12 19:00:00
John Ross,INMGT611,Assignment,2024-05-16 11:00:00
Steven Richardson,INMGT611,Test,2024-01-24 12:00:00
Robert Hayes,INTLC806,Quiz,2024-04-12 11:00:00
Amanda Melendez,INTLC806,Quiz,2024-04-22 19:00:00
Joseph Morales,INTLC806,Quiz,2024-02-29 08:00:00
Jeffrey Edwards,LABST208,Assignment,2024-02-24 08:00:00
Ms. Barbara Mckenzie,LABST208,Assignment,2024-03-14 07:00:00
John Harris,POLSC614,Quiz,2024-01-17 13:00:00
Ariana Harris,MAOED611,Test,2024-01-06 23:00:00
Robert Bridges,MAOED611,Test,2024-04-19 22:00:00
Richard Hunter,HTHPR208,Assignment,2024-02-21 09:00:00
Michael Leblanc,HTHPR208,Assignment,2024-01-14 23:00:00
Tammy Warner,APHYS812,Assignment,2024-01-27 02:00:00
Joel Holmes,APHYS812,Quiz,2024-03-26 15:00:00
Tyrone Smith,APHYS812,Assignment,2024-04-09 23:00:00
Gerald Willis,EDUCA682,Test,2024-03-15 12:00:00
Antonio Evans,EDUCA682,Quiz,2024-03-25 04:00:00
Michael Franklin,EDUCA682,Assignment,2024-01-24 21:00:00
Willie Chavez,FOUND466,Test,2024-02-26 02:00:00
Taylor White,FOUND466,Assignment,2024-02-13 15:00:00
Kathryn Jones,MGSYS614,Assignment,2024-04-10 07:00:00
Dr. Larry Nguyen,MGSYS614,Quiz,2024-01-14 11:00:00
Mia Kirk,MGSYS614,Quiz,2024-03-09 03:00:00
Thomas Gonzalez,DSIGN397,Quiz,2024-01-28 21:00:00
Alison Larson,DSIGN397,Quiz,2024-04-25 03:00:00
Aaron Dudley,DSIGN397,Test,2024-05-08 19:00:00
Gregory Bennett,ADLNG378,Assignment,2024-04-05 10:00:00
Melanie Melendez,EDSOC262,Assignment,2024-05-23 14:00:00
Amanda Snyder,EDSOC262,Quiz,2024-03-02 04:00:00
Beth Gregory,EDSOC262,Quiz,2024-02-13 20:00:00
Mrs. Tamara Mack,CRSCI397,Assignment,2024-04-11 09:00:00
Kenneth Sawyer,CRSCI397,Quiz,2024-05-28 11:00:00
Sandra Lopez,TECED378,Quiz,2024-05-23 14:00:00
Nancy Walker,MAORI867,Test,2024-01-08 12:00:00
Brandon Jones,MAORI867,Assignment,2024-01-30 12:00:00
Kevin Pratt,MAORI867,Assignment,2024-04-03 02:00:00
Seth Nelson,ENTIN397,Quiz,2024-03-07 04:00:00
Destiny Ware,ENTIN397,Test,2024-05-23 12:00:00
Kathleen Flores,HUMRI397,Test,2024-05-02 14:00:00
Robert Lester,HUMRI397,Test,2024-05-20 16:00:00
David Reeves,KOREA466,Test,2024-03-29 03:00:00
Jacqueline Collins,KOREA466,Assignment,2024-04-30 00:00:00
Edward Perry,COMMS752,Quiz,2024-05-14 00:00:00
Michael Anderson,COMMS752,Assignment,2024-03-27 09:00:00
Isaac Compton,MTHED378,Assignment,2024-04-28 21:00:00
Julia Whitehead,MTHED378,Test,2024-05-19 03:00:00
Eric Sparks,PRMGT466,Test,2024-01-16 19:00:00
Luis Wright,PRMGT466,Test,2024-04-30 10:00:00
Ashley Silva,PRMGT466,Quiz,2024-03-26 02:00:00
Eric Thompson,FOUND669,Assignment,2024-04-05 12:00:00
Scott Stein,CHEMY208,Assignment,2024-01-07 22:00:00
Natalie Evans,CHEMY208,Test,2024-05-12 18:00:00
Jason Frazier,ARTSC198,Quiz,2024-02-19 00:00:00
Angela Cantu,ARTSC198,Quiz,2024-05-05 16:00:00
Amy Pope,ARTSC198,Assignment,2024-03-03 16:00:00
Jonathan Perez,ENVPL397,Test,2024-05-16 19:00:00
Lisa Gonzalez,ARTSC282,Assignment,2024-02-05 19:00:00
Joshua Anderson,POLSC198,Assignment,2024-03-07 05:00:00
Jonathan Franco,MEDIA262,Test,2024-05-24 08:00:00
Amy Nixon,MEDIA262,Assignment,2024-01-01 17:00:00
Stephanie Lewis,AGBUS282,Quiz,2024-05-11 22:00:00
Jennifer Miller,AGBUS282,Quiz,2024-04-19 02:00:00
Lisa Nelson,AGBUS282,Assignment,2024-02-26 15:00:00
Paul Reeves,ADLNG262,Quiz,2024-03-17 18:00:00
Richard Weiss,ADLNG262,Assignment,2024-01-19 21:00:00
Lisa Hudson,ADLNG262,Assignment,2024-03-25 00:00:00
Dana Norris,ENGME752,Quiz,2024-02-29 17:00:00
Victoria Johnson,ENGME752,Quiz,2024-01-26 06:00:00
Steven Thompson,ENGME752,Test,2024-01-12 10:00:00
Jessica Sutton,IRSST189,Quiz,2024-04-16 07:00:00
Richard Watson,IRSST189,Quiz,2024-03-26 13:00:00
Shane Ward,IRSST189,Quiz,2024-01-13 05:00:00
Connie Dalton,JAPAN397,Assignment,2024-04-22 19:00:00
Kimberly Parker,JAPAN397,Test,2024-03-20 02:00:00
Laura Jennings,IRSST179,Test,2024-05-15 15:00:00
Julia Jackson,ENGME690,Assignment,2024-03-06 21:00:00
Shawn Neal,MUSIC614,Assignment,2024-04-29 23:00:00
Claire Richards,MUSIC614,Test,2024-05-28 08:00:00
Christy Brown,SDCOA925,Quiz,2024-03-20 16:00:00
Debra Baldwin,SDCOA925,Test,2024-03-16 01:00:00
Jonathan Richardson,STATS867,Quiz,2024-03-21 20:00:00
